total_distance,avg_distance,matching,mse,query_no,attack_type,n_selected
22.870027542114258,22.870027542114258,"[(0, 0)]",1.0215588808059692,30,random,60
0.3849628269672394,0.3849628269672394,"[(0, 0)]",0.00028944603400304914,30,centroid,60
0.6120266914367676,0.6120266914367676,"[(0, 0)]",0.0007315950933843851,30,score_known,60
23.148305892944336,23.148305892944336,"[(0, 0)]",1.0465704202651978,30,random,110
0.41632774472236633,0.41632774472236633,"[(0, 0)]",0.0003385328163858503,30,centroid,110
0.6314724683761597,0.6314724683761597,"[(0, 0)]",0.0007788232178427279,30,score_known,110
22.79892349243164,22.79892349243164,"[(0, 0)]",1.015216588973999,31,random,10
0.4439329206943512,0.4439329206943512,"[(0, 0)]",0.0003849149215966463,31,centroid,10
0.4642949104309082,0.4642949104309082,"[(0, 0)]",0.000421034696046263,31,score_known,10
22.07787322998047,22.07787322998047,"[(0, 0)]",0.9520165324211121,31,random,60
0.43290701508522034,0.43290701508522034,"[(0, 0)]",0.00036603218177333474,31,centroid,60
0.5525023937225342,0.5525023937225342,"[(0, 0)]",0.000596208730712533,31,score_known,60
23.339336395263672,23.339336395263672,"[(0, 0)]",1.0639152526855469,31,random,110
0.4628591537475586,0.4628591537475586,"[(0, 0)]",0.0004184347635600716,31,centroid,110
0.908306360244751,0.908306360244751,"[(0, 0)]",0.001611368148587644,31,score_known,110
21.417570114135742,21.417570114135742,"[(0, 0)]",0.8959224820137024,32,random,10
0.5426292419433594,0.5426292419433594,"[(0, 0)]",0.0005750908167101443,32,centroid,10
0.6303751468658447,0.6303751468658447,"[(0, 0)]",0.0007761188317090273,32,score_known,10
22.336204528808594,22.336204528808594,"[(0, 0)]",0.9744257926940918,32,random,60
0.5508901476860046,0.5508901476860046,"[(0, 0)]",0.0005927342572249472,32,centroid,60
0.7614848017692566,0.7614848017692566,"[(0, 0)]",0.001132537261582911,32,score_known,60
22.949277877807617,22.949277877807617,"[(0, 0)]",1.0286509990692139,32,random,110
0.5449261665344238,0.5449261665344238,"[(0, 0)]",0.000579969841055572,32,centroid,110
0.6151911616325378,0.6151911616325378,"[(0, 0)]",0.0007391799590550363,32,score_known,110
23.878273010253906,23.878273010253906,"[(0, 0)]",1.1136170625686646,33,random,10
0.4331637918949127,0.4331637918949127,"[(0, 0)]",0.00036646652733907104,33,centroid,10
0.6760743856430054,0.6760743856430054,"[(0, 0)]",0.0008927276940084994,33,score_known,10
23.58778953552246,23.58778953552246,"[(0, 0)]",1.0866870880126953,33,random,60
0.45548176765441895,0.45548176765441895,"[(0, 0)]",0.00040520241600461304,33,centroid,60
0.6294445991516113,0.6294445991516113,"[(0, 0)]",0.0007738291751593351,33,score_known,60
23.787778854370117,23.787778854370117,"[(0, 0)]",1.1051921844482422,33,random,110
0.46846723556518555,0.46846723556518555,"[(0, 0)]",0.0004286358307581395,33,centroid,110
0.7845995426177979,0.7845995426177979,"[(0, 0)]",0.0012023368617519736,33,score_known,110
22.308652877807617,22.308652877807617,"[(0, 0)]",0.9720234870910645,34,random,10
0.544238805770874,0.544238805770874,"[(0, 0)]",0.0005785076064057648,34,centroid,10
0.7381822466850281,0.7381822466850281,"[(0, 0)]",0.0010642831912264228,34,score_known,10
22.349641799926758,22.349641799926758,"[(0, 0)]",0.9755985736846924,34,random,60
0.5049868822097778,0.5049868822097778,"[(0, 0)]",0.0004980698577128351,34,centroid,60
0.992283284664154,0.992283284664154,"[(0, 0)]",0.0019230979960411787,34,score_known,60
22.54677391052246,22.54677391052246,"[(0, 0)]",0.9928847551345825,34,random,110
